AccountAge,MonthlyCharges,TotalCharges,PaperlessBilling,MultiDeviceAccess,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,UserRating,SupportTicketsPerMonth,Gender,WatchlistSize,ParentalControl,SubtitlesEnabled,SubscriptionType_Premium,SubscriptionType_Standard,PaymentMethod_Credit card,PaymentMethod_Electronic check,PaymentMethod_Mailed check,ContentType_Movies,ContentType_TV Shows,DeviceRegistered_Mobile,DeviceRegistered_TV,DeviceRegistered_Tablet,GenrePreference_Comedy,GenrePreference_Drama,GenrePreference_Fantasy,GenrePreference_Sci-Fi
-1.5905754226142081,1.5673488146332588,-1.3972863477633624,0,0,-0.20259348293899027,-1.444102352376073,-1.3062134690484484,-1.8782219739873172,-0.15536429188684994,1,-1.5322972432270414,0,1,False,False,False,True,False,False,True,False,False,False,False,False,False,True
0.8466299489226806,-3.707514742634213e-16,0.8564819762017777,1,0,-0.17090375250169532,1.3254874280546334,-1.7254381218375354,-2.6377884531073293e-16,-1.5186063245705534,1,0.8574558451667754,1,1,True,False,False,False,False,False,True,False,True,False,True,False,False,False
1.6194023838002305,0.9041208870781986,-8.116272163407169e-17,1,1,-0.7521673966061367,0.0718649530736827,1.698229875940009,-0.40741213937818677,0.18544621628407598,0,0.2951610008388185,1,1,False,False,True,False,False,False,False,True,False,False,True,False,False,False
-1.6500194560663275,0.3697762484461328,-1.496595780212119,0,1,-1.554464123137394,-0.15400726159963066,-0.25815183707573064,-1.1499134837030818,-1.5186063245705534,1,-0.5482812656531169,1,1,False,True,True,False,False,False,False,False,True,False,False,False,False,False
-1.531131389162089,-3.707514742634213e-16,-1.4448491945347322,1,0,-0.2604898879517125,-0.6034851759976945,1.279005223150922,0.4190717711125523,-0.49617480005777587,1,0.2951610008388185,1,1,False,True,True,False,False,True,False,True,False,False,False,False,False,True
-1.0258571048190757,-3.707514742634213e-16,-1.1846164654253595,0,1,1.1467761993616863,1.2612816776130693,1.209134447686074,-0.31256697199613226,1.5486882489677798,1,0.15458728975682928,0,1,False,True,False,False,True,False,False,False,True,False,False,False,False,True
-1.47168735570997,-1.3978050605161885,-8.116272163407169e-17,0,1,1.650008952026683,0.12020512827357112,1.5584883250103132,-1.2454207733040619,-1.1777958163996276,0,-1.251149821063063,1,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False
0.6682978485663229,0.11488632823389981,0.6690708560865963,0,1,1.1300071366454414,1.121097256164945,0.44055591757274776,-0.6752690266199683,1.5486882489677798,1,1.4197506894947323,1,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False
1.738290450704469,0.591739093581218,2.1263349709352766,1,1,-0.17404583374528784,0.42194190249391367,0.9995221212915305,0.9954401692995195,-0.8369853082287018,1,-0.9700023988990846,0,1,False,True,True,False,False,True,False,False,True,False,False,False,False,False
1.738290450704469,-3.707514742634213e-16,0.4716506233259697,0,0,1.4051381628366968,1.3342256690720866,1.3488759986157697,0.8372522895596818,1.2078777407968537,1,-0.4077075545711276,1,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False
-0.817802987736658,1.533969496791878,-0.3710784046676918,0,1,1.3096925618597695,-1.453207076199567,-0.9568595917242091,-2.6377884531073293e-16,-0.15536429188684994,0,-0.8294286878170953,1,1,False,True,False,False,False,False,True,True,False,False,False,False,True,False
1.2330161663614556,-0.6303009320310763,-8.116272163407169e-17,1,0,0.5662310561481431,1.6815972841081182,1.628359100475161,-2.6377884531073293e-16,-1.5186063245705534,0,0.5763084230027969,1,1,False,True,False,True,False,False,True,False,True,False,True,False,False,False
1.589680367074171,-3.707514742634213e-16,-0.17503420007789403,1,1,-1.3365491336868816,1.1075800168200176,1.1392636722212262,-2.6377884531073293e-16,-0.8369853082287018,1,0.15458728975682928,1,1,False,False,False,True,False,True,False,True,False,False,False,False,False,False
-1.5014093724360293,-3.707514742634213e-16,-8.116272163407169e-17,0,0,0.7359126123404902,-0.5290689069419564,-1.445955019978144,-2.6377884531073293e-16,1.5486882489677798,0,-1.6728709543090308,0,1,False,False,True,False,False,False,True,False,True,False,False,True,False,False
-0.5800268539281811,-3.707514742634213e-16,-1.0396874896403452,1,1,1.1000639862009052,1.6236043458240448,-1.0966011426539048,-1.8950313898836333,-1.1777958163996276,0,0.5763084230027969,0,1,True,False,False,True,False,True,False,False,False,False,False,False,False,False
1.2627381830875153,-0.99433484540985,0.3114647989545789,1,0,-0.9823601134474428,-1.100558427464447,-1.6555673463726874,-1.8145437901735246,0.18544621628407598,0,-1.1105761099810738,1,1,False,True,False,False,False,True,False,False,False,True,False,True,False,False
-1.0853011382711948,-1.2703476426247682,-1.2119356009679019,1,0,0.6137266303147761,-1.2014313687377782,-0.46776416347027416,1.7177976450431942,0.18544621628407598,1,-0.5482812656531169,0,1,False,True,True,False,False,False,False,True,False,False,True,False,False,False
0.6682978485663229,0.17714006993858536,0.7101078043236966,0,0,0.14692056702038914,1.780714648946031,1.4187467740806174,0.5711730707915789,0.18544621628407598,0,0.15458728975682928,0,0,False,True,False,False,True,True,False,False,False,False,False,False,True,False
0.9060739823747999,-1.7131011330384773,-8.116272163407169e-17,1,0,-0.21375115893675506,-0.6131823215304884,0.5104266930375956,-2.6377884531073293e-16,-0.8369853082287018,1,-1.3917235321450523,0,0,False,False,True,False,False,False,True,False,False,False,False,True,False,False
-0.5800268539281811,0.3481856441318932,-0.4262697438719444,1,0,1.1977939845182508,1.1772742170588664,-0.39789338800542634,-1.5498846133036386,-0.8369853082287018,1,0.4357347119208077,1,1,False,False,False,True,False,False,True,False,True,False,False,False,False,False
1.0844060827311575,-0.7919520304022943,0.3561457657273529,1,1,1.574817196742314,0.37526310099623805,-0.7472472653296656,-2.6377884531073293e-16,0.8670672326259278,0,0.2951610008388185,0,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False
0.3116336478536075,0.5586936302787956,0.5839148957722299,1,1,1.3139526182469723,-1.6328065814436556,0.021331264783660715,1.3714771824762648,-0.8369853082287018,0,-1.251149821063063,0,1,False,True,True,False,False,True,False,True,False,False,False,True,False,False
1.3816262499917538,-0.4695179934650862,0.8359199247681577,1,0,-0.10541917106302855,-0.2914175160557765,-1.7254381218375354,1.8208241498622786,-1.5186063245705534,0,-0.5482812656531169,0,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0.4899657482099652,-3.707514742634213e-16,1.496547296777239,0,0,0.774241995704244,0.02978118504482163,-1.2363426935836004,0.12263683350718461,0.18544621628407598,0,0.2951610008388185,0,1,False,True,False,False,False,True,False,True,False,False,False,False,False,True
-1.1447451717233141,-1.4198206958946067,-1.2681460555177941,1,1,-0.8756530375767847,1.2139395324890427,1.4886175495454654,1.3772359890227548,-1.5186063245705534,1,1.7008981116587107,0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False
-0.6097488706542408,-0.34927131221496005,-0.6686478611223005,1,0,-0.4361466331521912,1.5886583794474967,-0.8171180407945134,1.0458006959696193,0.8670672326259278,1,-0.8294286878170953,0,1,True,False,False,False,True,False,True,True,False,False,True,False,False,False
-1.233911221901493,-0.7057841272710438,-1.2195282572440214,0,1,0.850877287757372,-0.9359602448189643,0.3706851421078999,-1.3083797628907181,-0.49617480005777587,0,0.8574558451667754,0,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False
-0.8772470211887773,-3.707514742634213e-16,-0.9450846085513491,1,0,-0.6816349349021636,1.7183354578507546,0.9296513458266826,-1.877614239017329,1.2078777407968537,0,0.4357347119208077,0,1,False,True,True,False,False,False,False,True,False,False,True,False,False,False
-1.47168735570997,1.0629100880241442,-1.271390802585017,1,1,0.8669288390311545,1.2651426280995588,1.1392636722212262,-0.5235076306162867,1.2078777407968537,1,0.5763084230027969,0,1,False,False,False,False,False,True,False,True,False,False,False,False,True,False
1.5302363336220517,-1.1385729785679315,0.3500290287762507,0,0,-1.7676953263213449,-0.33807994119553914,0.23094359117820426,-2.6377884531073293e-16,-0.49617480005777587,0,0.7168821340847862,1,1,True,False,True,False,False,False,False,False,False,True,False,False,False,True
-0.5503048372021215,1.1070306081222445,-0.15267043232820368,0,0,-0.4797975922494513,-0.055408382871611525,0.5104266930375956,1.2899173724981179,0.8670672326259278,1,1.4197506894947323,0,1,False,True,True,False,False,False,True,False,False,False,False,False,False,False
-0.8475250044627176,-0.4741344577100071,-0.8904383767990784,1,0,1.2192683445946622,-1.6933571211415563,1.1392636722212262,-1.4474669111141887,0.18544621628407598,1,-1.5322972432270414,1,1,False,False,True,False,False,False,False,False,False,True,False,True,False,False
-0.817802987736658,1.8004574411911065,-0.30520373785650434,1,1,1.3702015349298964,1.3989154425345207,-0.3280226125405785,-0.813062295450904,-0.8369853082287018,0,-0.4077075545711276,1,1,False,False,False,True,False,True,False,True,False,False,False,True,False,False
-0.5800268539281811,-1.1150512811021522,-8.116272163407169e-17,1,0,1.3592579922925343,0.978321243025571,-0.39789338800542634,-1.7740394986813348,0.5262567244550019,0,1.7008981116587107,0,1,False,False,True,False,False,False,False,False,True,False,True,False,False,False
-1.1447451717233141,-3.707514742634213e-16,-8.116272163407169e-17,0,0,0.49096124534724067,0.2455320338844938,-0.8869888162593612,-1.7329402842570065,-0.49617480005777587,0,0.5763084230027969,0,1,False,True,False,False,False,False,False,False,False,True,True,False,False,False
-0.37197273684576376,0.19706542519064418,-0.27411600405963255,0,1,-0.5512447433101975,0.3711496374909003,-0.3280226125405785,-0.8419734713633056,-1.1777958163996276,0,0.15458728975682928,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.7277418820184421,-3.707514742634213e-16,1.670519034585435,1,1,-1.6599399578903407,-1.1585577885298297,0.9296513458266826,-1.272548833772464,1.2078777407968537,0,1.7008981116587107,0,1,True,False,True,False,False,False,True,False,False,True,True,False,False,False
-1.2041892051754333,1.6937156470246058,-0.8623556086961209,0,0,1.6268230354754607,0.6750125111762969,-0.3280226125405785,-0.7068356456517151,0.5262567244550019,1,0.7168821340847862,0,1,False,True,False,True,False,True,False,False,True,False,True,False,False,False
-1.5014093724360293,-0.1163429676534327,-1.3750393169219954,1,1,1.6501646498819957,-0.9853525113104729,1.209134447686074,2.0197226010984455,-1.1777958163996276,0,-0.26713384348913843,0,1,True,False,False,True,False,True,False,False,True,False,False,True,False,False
-0.431416770297883,-0.38471243014164463,-0.5372398327180786,0,1,-1.5818588095383785,0.3562636378308978,1.1392636722212262,1.562891318919635,-0.15536429188684994,1,-0.26713384348913843,0,0,False,True,True,False,False,False,False,False,False,False,False,True,False,False
1.4707923001699326,-0.6580677484280502,0.738692493393959,1,0,-1.392591027311273,-1.3490400067482278,1.5584883250103132,-2.6377884531073293e-16,0.18544621628407598,1,0.9980295562487647,1,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False
-0.2530846699415253,-3.707514742634213e-16,0.06687196541852687,0,0,-0.3442000474808411,0.4224941483137767,0.789909794896987,-2.6377884531073293e-16,0.8670672326259278,0,0.4357347119208077,1,1,False,False,False,False,True,False,True,False,False,True,False,False,False,False
1.6788464172523498,-0.2591602505452444,1.2635521382202042,0,1,1.0897450063403602,0.11949977522978433,-1.515825795442992,-1.4413810075273628,-0.8369853082287018,0,0.2951610008388185,1,1,False,False,False,False,True,True,False,True,False,False,False,False,False,True
0.10357953077119011,1.6111601063707612,-8.116272163407169e-17,0,0,-1.7176046957521334,0.9712786540145081,0.8597805703618348,1.0605288308175944,0.8670672326259278,1,0.7168821340847862,1,1,False,False,False,False,False,True,False,False,True,False,True,False,False,False
-1.5608534058881487,-0.8709759920495375,-1.4579566804333612,1,1,-0.8600420194188757,-1.4796397949734101,-0.3280226125405785,-1.4970684803138679,1.2078777407968537,1,0.014013578674840039,0,1,True,False,True,False,False,True,False,True,False,False,True,False,False,False
-1.2636332386275524,-1.2123889900779672,-1.3032001257017862,0,0,0.13629444710175098,1.2982312513271608,1.0693928967563784,1.2028150142211937,1.5486882489677798,1,0.9980295562487647,1,1,True,False,False,True,False,False,True,False,False,True,False,False,False,True
0.10357953077119011,0.6214318611125869,0.39511906385063905,0,0,0.33487231312122406,0.7113890376765404,-1.2363426935836004,-1.2105143946793833,0.5262567244550019,1,-0.8294286878170953,1,1,True,False,True,False,False,False,False,False,True,False,False,False,False,False
